State,District,Water_Source,pH,Dissolved_Oxygen,BOD,COD,TDS,Conductivity,Turbidity,Nitrate,Phosphate,Temperature,Hardness,Chloride,Sulfate,WQI,Quality
Telangana,Hyderabad,River,6.79,6.94,2.67,39.34,552,349,7.84,11.46,0.65,28.4,107,76,46,35,Unsafe
Tamil Nadu,Chennai,Reservoir,7.42,5.52,1.16,18.1,287,769,1.82,30.64,1.53,24.0,292,139,165,45,Poor
Gujarat,Surat,Lake,6.68,8.75,4.27,38.02,450,804,1.73,15.71,0.46,24.0,255,111,83,54,Poor
Delhi,New Delhi,Reservoir,6.96,8.99,1.17,28.12,404,764,4.18,37.07,0.22,18.1,238,85,72,50,Poor
Tamil Nadu,Madurai,River,7.45,6.11,2.7,15.77,103,563,9.36,39.93,1.9,33.0,109,87,181,32,Unsafe
Delhi,New Delhi,River,7.27,4.76,5.73,35.74,415,374,2.79,3.33,0.22,23.2,156,32,156,40,Poor
Uttar Pradesh,Kanpur,Groundwater,7.76,6.82,5.03,40.92,599,803,9.51,9.6,1.43,25.0,260,51,163,24,Unsafe
Delhi,New Delhi,Lake,6.58,8.74,1.92,15.43,627,628,4.31,36.88,1.09,33.0,222,97,106,35,Unsafe
Maharashtra,Pune,Reservoir,8.1,8.23,7.64,19.04,417,624,8.03,2.02,1.26,30.8,72,43,44,37,Unsafe
Maharashtra,Pune,Lake,7.64,7.5,3.71,16.22,474,825,5.95,15.81,1.56,34.8,73,152,82,40,Poor
Gujarat,Surat,Groundwater,7.49,5.47,6.82,44.53,297,800,8.48,25.3,0.29,33.6,173,162,73,22,Unsafe
Telangana,Hyderabad,Lake,7.99,7.06,7.17,42.32,146,589,7.82,11.62,2.49,29.5,167,75,141,39,Unsafe
Gujarat,Vadodara,Groundwater,7.62,4.84,6.86,44.65,369,552,7.48,9.69,0.16,22.4,185,134,63,25,Unsafe
Telangana,Nizamabad,Groundwater,7.03,6.23,3.83,40.25,207,243,8.73,20.59,0.66,28.7,92,176,50,38,Unsafe
Andhra Pradesh,Vijayawada,Groundwater,7.92,4.64,5.08,35.33,494,414,2.63,28.59,1.94,31.0,129,84,153,20,Unsafe
Delhi,New Delhi,Reservoir,8.24,6.87,7.05,12.96,664,554,1.19,34.16,1.9,27.6,138,59,68,18,Unsafe
Delhi,New Delhi,Groundwater,7.76,6.11,7.15,10.67,227,357,5.54,5.98,1.8,34.1,60,148,168,41,Poor
Gujarat,Vadodara,Groundwater,7.97,7.56,3.86,21.08,678,298,3.61,20.04,1.49,29.4,155,38,152,32,Unsafe
Karnataka,Mangaluru,Groundwater,6.53,5.62,2.1,14.16,360,820,1.6,14.23,0.6,21.3,241,164,174,46,Poor
Andhra Pradesh,Visakhapatnam,Lake,8.29,5.19,6.71,19.98,319,796,6.72,32.59,0.17,30.7,184,114,33,13,Unsafe
Tamil Nadu,Coimbatore,Groundwater,6.9,7.07,6.68,43.03,653,795,3.5,9.96,1.58,23.4,309,37,201,33,Unsafe
Andhra Pradesh,Vijayawada,Reservoir,7.3,7.96,1.71,43.06,234,603,2.34,10.58,2.49,31.7,274,120,176,68,Moderate
Telangana,Nizamabad,Groundwater,7.54,6.57,4.74,40.82,173,377,2.77,13.04,1.06,24.7,157,133,49,54,Poor
Kerala,Kochi,Groundwater,8.37,5.86,2.74,40.22,533,755,4.35,22.23,1.65,28.8,65,62,66,25,Unsafe
Karnataka,Mysuru,Groundwater,6.75,8.7,7.12,27.52,146,787,3.46,10.35,0.21,23.3,277,36,41,60,Moderate
Uttar Pradesh,Kanpur,Groundwater,7.68,8.22,3.69,10.27,635,526,7.81,31.85,0.43,20.2,294,80,149,25,Unsafe
West Bengal,Kolkata,Lake,6.79,4.68,5.62,32.07,582,772,1.82,7.44,1.42,20.7,341,139,36,30,Unsafe
Uttar Pradesh,Lucknow,Lake,7.69,6.85,6.23,38.07,480,511,9.89,33.0,2.38,30.8,176,142,146,14,Unsafe
Telangana,Hyderabad,Reservoir,8.02,8.71,1.38,21.52,641,893,1.16,2.08,1.28,31.0,146,90,70,57,Poor
Tamil Nadu,Chennai,Groundwater,7.09,4.86,3.09,28.19,448,393,3.84,4.35,1.23,19.0,222,96,145,41,Poor
Andhra Pradesh,Visakhapatnam,River,7.03,8.56,2.65,20.5,654,836,2.27,24.28,1.3,23.2,162,120,87,45,Poor
Maharashtra,Mumbai,River,8.2,6.22,2.89,26.64,662,532,9.96,2.76,1.64,28.5,322,31,113,22,Unsafe
Maharashtra,Nagpur,Groundwater,7.8,4.64,1.54,38.16,567,290,5.36,25.91,2.01,20.9,85,180,206,21,Unsafe
West Bengal,Siliguri,Groundwater,7.78,5.63,1.04,38.1,428,589,9.9,19.59,0.33,23.3,279,150,113,27,Unsafe
Kerala,Thiruvananthapuram,Reservoir,6.7,8.76,1.2,32.96,585,732,1.39,39.79,0.88,23.5,118,89,155,43,Poor
Tamil Nadu,Chennai,Groundwater,6.83,7.61,6.99,33.33,385,723,0.89,9.29,0.66,34.8,166,33,85,51,Poor
Maharashtra,Nagpur,Lake,7.88,9.35,6.82,14.68,335,890,2.8,9.1,1.46,27.1,323,104,168,56,Poor
Andhra Pradesh,Guntur,Groundwater,6.35,6.95,4.47,38.05,242,616,3.12,12.4,1.04,21.6,88,149,62,49,Poor
Uttar Pradesh,Lucknow,Groundwater,7.96,8.83,6.47,43.29,437,251,8.34,11.87,0.6,18.6,335,163,199,37,Unsafe
Karnataka,Bengaluru,River,7.35,9.05,3.33,22.63,107,608,3.79,37.71,0.68,26.6,125,142,25,59,Poor
Gujarat,Surat,Lake,6.69,8.73,2.99,44.72,170,266,9.51,36.98,0.5,28.4,209,148,53,41,Poor
Maharashtra,Nagpur,River,7.53,9.13,2.02,18.93,469,452,8.32,14.78,0.93,22.2,90,176,210,48,Poor
Andhra Pradesh,Vijayawada,Groundwater,6.69,8.11,2.57,39.57,120,600,9.55,25.93,0.81,23.9,339,81,186,46,Poor
Gujarat,Ahmedabad,Lake,7.91,6.62,6.9,17.0,525,406,9.36,34.63,1.67,26.9,101,61,55,9,Unsafe
Andhra Pradesh,Vijayawada,Groundwater,8.6,7.27,6.85,10.97,177,740,4.06,39.79,2.03,25.9,125,98,137,28,Unsafe
Tamil Nadu,Coimbatore,Lake,8.36,4.56,6.14,13.4,378,219,5.05,37.69,2.34,28.8,84,77,143,9,Unsafe
Delhi,New Delhi,Lake,7.1,6.91,2.69,25.62,434,727,3.33,33.87,1.94,31.0,331,39,155,39,Unsafe
Karnataka,Mangaluru,Lake,7.46,9.07,3.05,30.35,267,671,4.05,19.23,2.25,26.1,339,79,54,61,Moderate
Andhra Pradesh,Guntur,Lake,7.43,6.84,4.11,25.06,85,363,3.25,29.87,1.41,22.8,188,176,97,51,Poor
Tamil Nadu,Coimbatore,River,7.9,8.49,7.74,31.82,540,621,3.31,38.88,0.92,30.4,261,64,214,26,Unsafe
Tamil Nadu,Coimbatore,Reservoir,8.57,5.72,5.57,26.06,664,329,7.39,26.1,0.12,20.6,62,117,151,4,Unsafe
Gujarat,Surat,Groundwater,7.3,8.64,7.65,30.59,516,470,4.36,1.56,0.22,26.2,222,94,66,49,Poor
Karnataka,Mysuru,Lake,8.56,9.08,3.66,14.4,206,863,1.44,25.45,1.36,30.7,287,101,116,55,Poor
Karnataka,Bengaluru,River,6.88,8.85,1.19,16.76,387,674,2.95,32.73,0.64,32.7,165,37,46,54,Poor
Delhi,New Delhi,Reservoir,8.47,7.08,2.28,39.3,473,628,7.08,2.41,2.21,18.1,282,48,110,38,Unsafe
Andhra Pradesh,Vijayawada,River,7.5,4.85,6.39,12.93,505,596,9.74,21.27,1.49,20.8,289,68,41,11,Unsafe
Delhi,New Delhi,Reservoir,7.74,8.84,4.57,39.28,547,510,3.98,32.32,2.43,24.1,184,40,182,37,Unsafe
Telangana,Warangal,Reservoir,8.2,6.78,1.77,34.35,106,421,7.46,16.76,0.9,24.4,304,42,216,47,Poor
Gujarat,Surat,Lake,7.64,8.79,4.79,26.4,246,550,8.75,22.59,0.75,31.9,266,146,215,44,Poor
Andhra Pradesh,Guntur,Groundwater,8.46,7.31,3.11,15.61,450,442,4.76,4.45,1.25,29.6,138,59,160,43,Poor
Telangana,Warangal,Lake,7.73,8.01,2.71,43.12,227,674,1.22,25.69,1.59,33.3,319,116,81,58,Poor
Karnataka,Mysuru,Reservoir,7.0,7.1,4.65,31.58,607,356,3.75,33.42,1.2,25.8,237,46,183,28,Unsafe
Gujarat,Vadodara,Reservoir,8.04,8.95,4.26,26.55,434,717,4.52,23.0,0.62,21.5,234,131,210,44,Poor
Delhi,New Delhi,Lake,7.59,5.56,1.96,25.43,106,787,2.8,27.02,0.11,26.4,238,48,196,49,Poor
Tamil Nadu,Chennai,Lake,7.57,7.05,5.01,15.57,432,644,6.93,33.38,0.11,25.2,347,143,69,26,Unsafe
Kerala,Thiruvananthapuram,River,7.09,8.26,1.49,36.33,232,853,9.34,29.81,2.27,18.1,221,147,116,47,Poor
Gujarat,Ahmedabad,Reservoir,8.46,5.69,5.5,25.29,374,463,7.45,16.98,0.49,21.6,196,39,37,21,Unsafe
Tamil Nadu,Madurai,Groundwater,7.09,6.05,2.01,35.02,337,387,8.39,38.72,1.32,32.1,82,103,110,28,Unsafe
Tamil Nadu,Madurai,Reservoir,6.33,4.95,7.63,25.89,306,827,4.55,34.5,1.63,22.1,71,105,56,16,Unsafe
Uttar Pradesh,Kanpur,River,8.05,5.84,3.21,15.42,273,522,5.88,12.66,1.01,19.3,125,55,46,39,Unsafe
West Bengal,Kolkata,Lake,8.24,5.43,4.48,37.18,586,400,7.31,21.14,0.74,29.9,173,157,123,13,Unsafe
Kerala,Kochi,Groundwater,8.2,9.07,7.65,17.97,335,605,2.96,30.96,2.11,28.1,187,174,22,39,Unsafe
Andhra Pradesh,Visakhapatnam,Reservoir,6.34,6.77,1.64,18.59,536,848,1.47,22.24,1.22,23.0,305,48,184,40,Poor
West Bengal,Siliguri,Lake,7.34,8.83,7.96,10.54,217,601,7.56,30.7,1.45,21.0,269,48,111,40,Poor
Andhra Pradesh,Guntur,Lake,7.22,8.5,7.44,23.07,568,619,0.51,22.87,0.34,31.6,99,35,152,44,Poor
Gujarat,Surat,River,6.57,9.43,3.48,27.58,283,699,5.41,24.68,2.48,19.1,339,44,162,53,Poor
Telangana,Nizamabad,River,6.52,5.55,2.32,11.72,84,758,7.2,1.13,1.51,25.9,221,114,170,51,Poor
West Bengal,Siliguri,River,7.72,5.72,6.04,38.83,101,236,8.49,33.92,0.13,24.1,259,154,135,26,Unsafe
Kerala,Thiruvananthapuram,Groundwater,6.84,8.69,4.49,29.87,638,352,0.61,15.44,0.56,23.9,84,133,208,49,Poor
Tamil Nadu,Coimbatore,Groundwater,7.17,8.2,1.43,40.08,425,658,6.04,11.97,1.9,24.8,184,70,180,55,Poor
Maharashtra,Mumbai,Lake,7.39,6.81,5.72,13.61,355,328,1.52,32.13,1.66,20.9,231,28,182,40,Poor
Kerala,Thiruvananthapuram,Reservoir,8.4,8.94,5.88,14.71,277,279,4.99,15.6,0.47,29.6,194,31,109,46,Poor
Kerala,Thiruvananthapuram,Reservoir,7.24,8.68,5.29,42.89,348,696,7.96,24.16,0.86,34.9,332,149,107,43,Poor
West Bengal,Siliguri,Lake,8.37,9.09,5.71,40.29,510,343,6.2,5.1,0.6,32.4,154,97,143,41,Poor
Delhi,New Delhi,Lake,7.81,5.88,4.62,42.44,450,228,7.21,30.88,1.85,29.7,173,135,212,19,Unsafe
Karnataka,Mangaluru,Groundwater,6.74,8.19,7.42,17.86,242,887,8.01,39.6,0.34,23.0,326,34,68,29,Unsafe
Kerala,Kozhikode,Groundwater,7.64,5.07,7.03,13.93,696,486,1.23,9.32,0.95,31.5,145,46,101,25,Unsafe
West Bengal,Siliguri,Reservoir,8.46,8.99,4.88,32.5,296,195,1.81,33.35,1.24,20.3,333,112,27,45,Poor
Kerala,Thiruvananthapuram,River,8.23,9.28,4.42,13.18,559,740,4.62,16.16,1.77,34.7,139,60,202,42,Poor
Gujarat,Ahmedabad,Lake,7.99,6.27,3.8,26.79,615,722,8.87,38.79,0.43,22.0,156,131,126,8,Unsafe
Gujarat,Surat,Lake,6.35,8.73,5.55,34.53,105,295,7.15,35.61,2.46,34.4,145,51,190,41,Poor
West Bengal,Kolkata,Reservoir,6.34,8.74,4.43,33.69,260,302,8.27,28.08,0.83,19.9,309,155,89,39,Unsafe
Maharashtra,Mumbai,Groundwater,6.85,7.95,7.45,28.39,226,757,5.52,21.8,2.34,23.7,129,77,127,43,Poor
West Bengal,Siliguri,Reservoir,7.99,4.88,2.0,39.3,477,613,8.5,16.73,1.69,29.9,207,107,175,22,Unsafe
Karnataka,Bengaluru,Reservoir,7.07,7.77,6.92,28.9,458,895,8.85,29.79,0.94,18.7,96,156,188,25,Unsafe
Andhra Pradesh,Guntur,River,7.46,7.18,7.43,24.98,382,551,0.68,6.95,0.59,19.5,321,51,118,51,Poor
Karnataka,Mangaluru,Groundwater,7.35,5.89,7.1,31.65,191,808,7.27,39.13,2.27,18.8,230,68,121,24,Unsafe
Kerala,Thiruvananthapuram,Groundwater,6.86,4.8,7.08,37.83,260,634,7.09,16.99,0.28,27.0,169,23,143,26,Unsafe
Tamil Nadu,Madurai,Groundwater,7.17,7.53,7.32,17.4,651,516,8.77,24.28,1.58,27.9,211,81,124,19,Unsafe
Telangana,Warangal,Groundwater,7.51,6.05,6.36,26.83,641,683,6.48,18.21,2.45,20.1,306,120,89,19,Unsafe
West Bengal,Kolkata,Reservoir,7.28,9.36,3.29,15.18,543,509,1.2,20.62,1.84,32.0,339,64,168,57,Poor
Maharashtra,Mumbai,Reservoir,6.93,5.84,4.14,17.89,369,219,3.9,24.85,1.92,29.0,192,96,54,36,Unsafe
Maharashtra,Pune,River,8.01,7.69,7.18,43.94,314,312,2.98,7.49,1.38,23.7,230,124,94,47,Poor
Delhi,New Delhi,Groundwater,7.91,4.68,2.57,26.73,654,460,6.97,12.29,1.93,27.7,234,37,46,18,Unsafe
Andhra Pradesh,Guntur,Groundwater,6.46,5.72,4.7,30.46,281,340,8.34,11.26,0.89,30.6,282,67,121,32,Unsafe
Maharashtra,Mumbai,Reservoir,7.94,6.12,1.01,25.32,502,675,5.15,6.27,1.0,20.0,303,106,20,41,Poor
Telangana,Hyderabad,Reservoir,6.82,5.0,2.31,11.81,437,526,3.82,17.57,1.65,22.1,335,101,105,35,Unsafe
Karnataka,Mangaluru,Reservoir,7.64,8.84,3.43,40.59,87,651,3.29,37.49,2.4,31.4,224,111,23,57,Poor
Delhi,New Delhi,River,6.99,9.02,2.56,31.74,490,867,7.29,20.17,1.77,32.2,257,25,158,46,Poor
Kerala,Thiruvananthapuram,Reservoir,6.38,8.22,1.92,21.22,293,464,4.38,30.11,1.54,32.1,213,161,57,47,Poor
Kerala,Kozhikode,Reservoir,7.94,6.56,3.99,28.98,216,880,9.32,4.71,0.78,31.1,325,45,88,41,Poor
Karnataka,Mangaluru,River,7.41,7.71,4.27,31.81,342,236,3.31,4.26,1.52,25.6,320,142,20,58,Poor
West Bengal,Siliguri,Lake,8.08,6.4,6.76,42.24,571,597,2.36,32.63,0.32,29.6,185,21,148,20,Unsafe
Gujarat,Surat,Groundwater,7.69,7.36,1.82,14.51,187,649,1.56,27.38,2.35,26.9,245,74,117,57,Poor
Karnataka,Mangaluru,Reservoir,7.6,5.44,5.64,44.46,244,837,3.28,13.33,2.23,24.0,190,175,47,42,Poor
Maharashtra,Nagpur,Groundwater,8.19,8.2,4.64,42.48,654,626,1.95,8.66,0.95,30.0,230,110,148,41,Poor
West Bengal,Siliguri,River,7.71,5.87,5.27,17.75,143,214,5.57,8.53,1.31,34.6,203,160,211,46,Poor
Delhi,New Delhi,Lake,7.84,9.34,2.2,39.88,573,533,3.49,39.71,1.76,28.0,282,113,40,39,Unsafe
Tamil Nadu,Madurai,Groundwater,7.32,5.9,5.43,11.38,221,554,6.42,37.86,1.2,28.3,126,101,165,29,Unsafe
Maharashtra,Pune,Reservoir,7.86,7.46,7.25,44.03,543,754,5.15,3.88,0.58,22.2,180,130,121,36,Unsafe
Karnataka,Mangaluru,River,7.07,8.43,2.4,24.23,367,225,6.88,22.83,1.11,23.0,154,101,125,48,Poor
Maharashtra,Mumbai,Lake,7.12,4.77,4.24,17.44,545,182,2.28,2.42,1.18,18.7,141,111,219,39,Unsafe
Kerala,Kochi,Lake,6.67,8.39,2.69,39.46,101,237,6.34,19.0,2.04,20.2,295,121,208,58,Poor
Delhi,New Delhi,Lake,8.53,4.65,1.16,10.4,586,701,2.2,1.62,0.48,28.9,257,117,194,34,Unsafe
Delhi,New Delhi,Groundwater,7.59,5.43,6.65,23.69,267,289,8.75,15.4,1.34,27.1,325,92,192,27,Unsafe
West Bengal,Siliguri,Lake,6.57,5.02,6.12,30.36,90,850,3.09,3.97,1.68,28.9,92,108,189,48,Poor
Tamil Nadu,Madurai,Lake,8.11,7.86,6.38,15.56,470,251,5.15,7.25,0.15,20.8,97,55,127,39,Unsafe
Tamil Nadu,Madurai,Lake,8.36,8.56,7.36,32.05,167,434,6.71,16.63,1.23,26.7,65,40,56,42,Poor
Kerala,Kochi,Reservoir,7.9,6.02,6.78,28.54,321,446,4.48,11.01,0.95,34.0,332,166,148,36,Unsafe
Gujarat,Surat,Reservoir,8.12,8.46,6.54,20.96,207,222,0.54,36.5,0.91,20.0,190,128,69,46,Poor
Delhi,New Delhi,Reservoir,7.08,7.98,4.57,34.54,628,863,9.88,17.52,2.08,33.2,197,20,84,28,Unsafe
Telangana,Nizamabad,Lake,7.85,9.43,1.66,16.36,122,759,6.37,38.72,1.42,27.3,178,56,141,54,Poor
Tamil Nadu,Madurai,Lake,7.57,4.89,7.41,28.86,553,883,5.75,5.27,1.9,23.9,140,21,176,22,Unsafe
Gujarat,Surat,Lake,6.42,8.87,1.07,36.32,694,641,0.51,4.52,0.9,31.3,67,56,180,57,Poor
West Bengal,Kolkata,Reservoir,7.55,6.51,3.22,34.59,346,557,6.28,20.1,1.92,19.1,308,180,74,39,Unsafe
Karnataka,Mangaluru,River,6.7,4.75,2.0,29.69,339,852,9.49,8.99,0.86,25.8,350,79,136,31,Unsafe
West Bengal,Kolkata,Reservoir,7.22,8.37,2.91,43.07,582,227,0.98,23.14,0.19,28.7,91,22,130,51,Poor
Andhra Pradesh,Vijayawada,Reservoir,7.78,7.34,5.46,21.34,592,801,3.33,22.67,1.42,26.0,216,86,63,31,Unsafe
West Bengal,Siliguri,Lake,7.81,6.56,3.72,38.66,236,757,2.66,18.39,2.02,29.8,277,86,213,49,Poor
Telangana,Hyderabad,Groundwater,7.33,4.64,5.55,18.66,651,546,4.73,2.95,1.05,26.5,86,168,129,26,Unsafe
Uttar Pradesh,Lucknow,Lake,6.86,8.83,7.25,35.66,521,713,8.94,14.15,2.17,31.8,120,107,105,33,Unsafe
Tamil Nadu,Chennai,River,8.02,7.38,2.79,17.75,564,218,8.85,9.93,1.59,29.2,287,71,121,32,Unsafe
Kerala,Thiruvananthapuram,Groundwater,6.77,6.28,6.64,31.23,100,322,7.49,7.56,0.27,21.7,103,150,29,44,Poor
Kerala,Thiruvananthapuram,River,7.65,6.04,7.8,33.47,131,266,8.8,34.84,0.14,29.8,301,170,146,23,Unsafe
Uttar Pradesh,Varanasi,Reservoir,8.49,9.1,6.5,12.8,518,677,2.03,9.48,0.67,21.9,312,170,125,45,Poor
Uttar Pradesh,Varanasi,Reservoir,7.25,6.62,4.56,25.62,128,739,8.02,9.09,1.78,20.0,267,22,94,50,Poor
Uttar Pradesh,Lucknow,Lake,7.08,5.02,7.62,27.7,620,653,0.88,38.09,2.49,33.3,67,103,39,15,Unsafe
Delhi,New Delhi,Groundwater,7.84,4.79,6.66,40.19,99,261,2.25,20.84,1.78,22.1,342,97,24,39,Unsafe
Delhi,New Delhi,River,8.08,6.87,2.46,35.74,90,589,4.15,6.57,0.33,23.2,115,151,58,59,Poor
Delhi,New Delhi,Lake,6.74,8.28,7.01,38.72,485,879,2.87,7.67,0.82,34.1,218,58,138,47,Poor
West Bengal,Siliguri,River,7.28,7.48,7.52,27.31,524,384,4.78,34.13,1.18,30.0,129,172,20,26,Unsafe
West Bengal,Kolkata,Reservoir,7.3,5.87,6.42,26.02,123,474,2.42,23.56,1.64,30.4,339,156,96,46,Poor
Maharashtra,Pune,Lake,7.19,6.41,6.46,39.67,136,577,6.72,28.17,2.39,25.3,64,86,142,38,Unsafe
Gujarat,Surat,River,7.38,6.6,5.66,26.97,365,222,1.77,17.93,2.33,34.5,114,31,160,45,Poor
Kerala,Kozhikode,Groundwater,8.03,7.54,5.16,26.14,670,389,5.57,29.94,2.45,32.6,316,55,103,20,Unsafe
Tamil Nadu,Coimbatore,Groundwater,6.43,5.2,7.83,25.6,453,353,6.75,17.2,0.26,34.2,65,69,20,16,Unsafe
West Bengal,Kolkata,Reservoir,6.69,4.99,4.61,35.4,559,378,7.13,21.27,1.79,32.4,77,27,217,16,Unsafe
West Bengal,Siliguri,Groundwater,7.06,8.32,1.08,14.23,535,631,5.55,15.84,1.29,31.8,226,124,135,50,Poor
Andhra Pradesh,Vijayawada,Reservoir,6.78,4.72,5.28,33.55,692,400,8.08,19.36,2.25,18.9,281,137,80,8,Unsafe
West Bengal,Siliguri,Reservoir,6.83,7.27,1.31,34.42,355,505,4.27,1.47,0.53,23.3,167,25,128,59,Poor
Tamil Nadu,Chennai,Groundwater,6.38,5.91,6.65,14.37,263,877,2.7,28.63,1.99,27.3,231,116,43,31,Unsafe
Gujarat,Surat,Reservoir,7.5,7.77,2.76,25.47,610,230,8.08,14.49,0.2,34.4,295,146,157,35,Unsafe
Maharashtra,Nagpur,Lake,8.54,7.01,6.55,30.66,638,478,2.07,1.75,1.49,29.8,171,80,144,33,Unsafe
Tamil Nadu,Coimbatore,Groundwater,7.09,6.77,7.22,24.51,228,604,4.06,23.84,1.06,18.3,173,146,103,41,Poor
West Bengal,Kolkata,Groundwater,7.56,5.25,6.29,36.58,699,657,7.36,24.12,0.34,19.8,65,155,113,8,Unsafe
Kerala,Kozhikode,Reservoir,8.23,5.42,4.19,36.27,257,403,3.23,11.66,1.44,26.0,130,23,76,40,Poor
Uttar Pradesh,Lucknow,Lake,6.83,7.13,7.24,10.85,100,710,9.51,2.03,1.22,23.7,310,122,110,46,Poor
Uttar Pradesh,Lucknow,Groundwater,6.7,7.01,3.66,15.04,541,327,9.7,32.28,1.36,22.3,258,155,159,19,Unsafe
Gujarat,Vadodara,Groundwater,7.31,6.63,6.15,29.0,639,722,7.88,3.15,2.11,34.2,295,89,90,29,Unsafe
Tamil Nadu,Chennai,River,6.71,7.08,6.75,18.7,374,493,9.13,11.31,0.94,26.8,333,138,117,31,Unsafe
Telangana,Hyderabad,Groundwater,7.2,8.39,7.68,38.8,437,584,0.81,8.79,1.39,34.6,218,145,58,55,Poor
Maharashtra,Nagpur,Groundwater,7.76,6.13,1.83,26.61,661,879,8.93,29.74,0.85,19.5,65,29,134,15,Unsafe
Gujarat,Ahmedabad,Lake,8.3,5.89,6.45,34.88,274,384,3.34,3.97,2.34,18.7,311,157,80,40,Poor
Telangana,Nizamabad,River,7.92,6.56,3.22,39.31,549,318,9.13,2.86,0.83,29.4,336,72,194,31,Unsafe
Karnataka,Mangaluru,Lake,7.89,5.83,5.42,30.99,446,676,1.09,11.67,1.91,18.5,344,161,161,39,Unsafe
Delhi,New Delhi,Groundwater,7.27,4.85,5.36,24.04,519,575,3.72,15.12,2.42,30.2,132,55,152,29,Unsafe
West Bengal,Siliguri,Groundwater,7.31,8.14,6.95,24.13,107,307,8.82,3.87,1.88,23.8,278,51,210,54,Poor
Tamil Nadu,Coimbatore,Groundwater,6.54,8.11,5.37,31.9,391,863,3.07,38.54,2.33,30.9,258,38,211,35,Unsafe
Andhra Pradesh,Guntur,Reservoir,8.6,8.64,5.28,30.8,100,310,7.84,19.54,1.59,22.0,319,103,113,44,Poor
Delhi,New Delhi,Reservoir,6.39,6.96,1.81,10.58,332,631,7.56,32.24,2.41,31.1,284,53,59,32,Unsafe
Tamil Nadu,Chennai,River,6.65,4.7,3.52,36.15,164,296,1.0,6.38,1.62,28.5,117,163,126,52,Poor
Maharashtra,Mumbai,Groundwater,6.99,4.51,4.57,17.9,237,213,1.83,25.41,1.04,19.0,290,164,63,38,Unsafe
West Bengal,Kolkata,Lake,6.7,8.27,5.95,35.0,581,329,5.96,33.22,0.1,18.3,108,119,63,26,Unsafe
Karnataka,Mangaluru,Groundwater,6.31,6.12,1.7,11.59,355,484,3.84,11.28,2.2,19.3,244,140,189,45,Poor
Delhi,New Delhi,River,6.39,7.81,6.77,43.44,619,728,3.36,20.42,2.2,29.7,295,58,40,29,Unsafe
Maharashtra,Mumbai,River,7.48,7.76,2.0,15.65,485,500,7.24,36.33,0.2,29.2,341,136,22,33,Unsafe
Kerala,Kochi,Reservoir,7.99,7.86,1.54,26.78,529,827,3.15,25.63,1.6,23.0,65,67,171,42,Poor
Tamil Nadu,Madurai,Reservoir,6.77,5.35,2.07,34.9,620,777,0.8,9.74,1.88,19.8,160,136,95,40,Poor
Andhra Pradesh,Guntur,Lake,6.45,5.09,6.21,37.37,675,465,1.85,18.77,0.83,32.7,127,157,220,19,Unsafe
Tamil Nadu,Coimbatore,Reservoir,7.4,6.27,6.56,31.32,691,418,6.97,7.53,1.63,32.4,223,138,171,23,Unsafe
Maharashtra,Nagpur,River,8.29,5.25,7.45,35.45,647,531,5.22,18.86,2.45,28.9,104,70,91,9,Unsafe
Uttar Pradesh,Kanpur,Lake,7.09,9.42,2.05,13.62,607,834,8.02,16.18,1.75,27.9,305,159,67,46,Poor
Gujarat,Vadodara,Groundwater,6.43,5.6,5.28,42.29,614,840,3.88,20.11,0.39,24.7,88,67,162,21,Unsafe
West Bengal,Siliguri,Groundwater,7.11,4.83,5.37,21.1,276,669,6.15,36.59,2.24,25.5,274,139,172,23,Unsafe
Uttar Pradesh,Lucknow,Groundwater,8.25,9.35,4.63,10.94,230,822,1.55,28.24,1.84,19.9,75,79,20,55,Poor
Uttar Pradesh,Varanasi,Groundwater,7.3,4.72,7.9,42.02,108,662,6.95,10.46,0.79,25.7,218,49,169,36,Unsafe
Karnataka,Mysuru,River,8.06,7.13,4.56,44.66,265,367,3.92,34.13,2.04,18.2,254,65,155,36,Unsafe
Maharashtra,Nagpur,Lake,7.17,8.4,2.13,44.74,311,359,5.24,14.75,1.28,27.2,222,116,55,59,Poor
Andhra Pradesh,Visakhapatnam,Reservoir,7.04,7.22,3.57,27.01,247,776,1.1,22.18,2.45,23.9,133,136,62,57,Poor
Kerala,Kochi,Groundwater,6.3,8.76,4.39,30.54,480,487,9.51,32.35,1.68,33.4,300,85,194,25,Unsafe
Gujarat,Ahmedabad,Reservoir,8.06,9.25,7.44,21.55,672,492,9.06,18.86,1.26,18.6,129,90,94,22,Unsafe
Maharashtra,Pune,Reservoir,6.62,7.67,6.79,36.65,191,669,5.5,1.45,0.88,34.9,139,33,154,53,Poor
Kerala,Kozhikode,Groundwater,6.79,8.83,7.9,37.68,406,286,5.68,37.19,1.85,34.4,158,65,139,31,Unsafe
Telangana,Nizamabad,Lake,8.09,8.9,1.31,16.34,459,609,2.23,8.49,0.33,33.0,181,32,138,60,Moderate
Uttar Pradesh,Kanpur,Lake,6.75,6.0,7.4,23.74,629,799,8.08,10.46,1.66,30.7,214,64,194,17,Unsafe
Andhra Pradesh,Guntur,Lake,6.55,4.91,1.54,36.32,330,241,7.82,21.85,0.42,27.9,305,83,61,29,Unsafe
Telangana,Nizamabad,Lake,7.93,6.64,1.35,31.01,262,304,5.72,39.04,2.33,33.1,121,159,60,35,Unsafe
